-philia	['-philie']
laser cooling	['Laserkühlung']
take-home pay	['Nettogehalt']
arugula	['Rauke', 'Rucola']
chess piece	['Schachfigur', 'Figur']
spare	['sparen', 'schlank']
fennec	['Fennek']
efficacity	['']
bombproof	['']
accentuate	['akzentuieren', 'hervorheben']
Beelzebub	['Beelzebub']
diffusion	['Diffusion']
luminous flux	['Lichtstrom']
açai	['Kohlpalme']
entry	['Zutritt', 'Flur', 'Element', 'Eintrag', 'Eingang', 'Eintritt']
earmuff	['Ohrenschützer']
obviously	['offensichtlich', 'offenkundig', 'augenscheinlich', 'offenbar', 'sichtlich']
unconventional	['unkonventionell']
Assyria	['Assyrien']
salvo	['Salve']
manifesto	['Manifest']
francium	['Francium']
Oresund Bridge	['Öresundbrücke']
optimize	['optimieren']
Republic of South Africa	['Republik Südafrika']
-mania	['-manie']
field	['Acker', 'Körper', 'Platz', 'Lagerstätte', 'Gebiet', 'Spielfeld', 'Bereich', 'Feld']
unheralded	['unerwartet']
proto-	['ur-']
warp	['Verwölbung', 'Verformung', 'Verbiegung', 'Entstellung', 'Verwindung', 'Verziehung', 'Verholtau', 'Verziehen', 'Kettfäden', 'biegen', 'verholen', 'Webkette', 'Verwerfung', 'Verzerrung', 'Krümmung', 'schleppen', 'Verdrehung', 'Verkrümmung']
dead heat	['unentschiedenes Rennen']
prosecution	['Rechtsverfolgung', 'Betreibung', 'Anklagevertretung', 'Anklagebehörde', 'Staatsanwaltschaft', 'Verfolgung', 'Anklage', 'Strafverfolgung', 'strafrechtliche Verfolgung']
babby	['']
arguably	['wohl', 'vertretbarerweise']
hairpin	['Haarnadel']
a-schwa	['a-Schwa', 'Lehrer-Schwa']
Gollum	['Gollum']
stand-in	['Ersatz', 'Springerin', 'Lichtdouble  ; : Springer', 'Double']
indirect object	['Dativobjekt', 'indirektes Objekt']
frightened	['furchtsam', 'erschrocken']
misinterpretation	['Fehlinterpretation']
kerfuffle	['Durcheinander']
reading room	['Lesesaal']
colonoscopic	['']
apple cider	['Cidre']
haltingly	['zögernd']
Schengen	['Schengen']
candela	['Candela']
punk rock	['Punk Rock']
inedible	['unessbar', 'nicht essbar', 'ungenießbar']
unfruitful	['fruchtlos', 'unfruchtbar']
Castile	['Kastilien']
mockingbird	['Spottdrossel']
Divine Providence	['göttliche Vorsehung']
home theater	['']
dumbness	['Stummheit']
Eighty Years' War	['Achtzigjähriger Krieg']
explorer	['Entdecker', 'Forscherin', 'Forscher']
old fart	['alter Knacker', 'alter Sack', 'alter Scheißer']
ungulate	['behuft', 'Huftier']
Khujand	['Chudschand']
decompression sickness	['Caissonkrankheit', 'Dekompressionskrankheit']
gas mask	['Atemschutzmaske', 'Gasmaske']
khachkar	['Chatschkar']
entresol	['Empore', 'Loge', 'Galeriegeschoss', 'Zwischengeschoss', 'Halbgeschoss', 'Galerie']
thirteen	['dreizehn']
male member	['']
time capsule	['Zeitkapsel']
manifest	['Manifest', 'manifest', 'Ladungsliste', 'manifestieren']
Saskatchewan	['Saskatchewan']
peacock	['Pfauhahn', 'Pfau']
savageness	['Wildheit', 'Bissigkeit', 'Roheit', 'Grausamkeit', 'Wut']
in-joke	['Insiderwitz']
drive off	['austreiben']
gravestone	['Grabstein', 'Grabmal']
Afrikaans	['Afrikaans', 'Afrikander']
skyscraper	['Wolkenkratzer', 'Hochhaus']
Graces	['Grazien']
alternating current	['Wechselstrom']
know-how	['Know-How', 'Sachkenntnis', 'Fachwissen']
deep	['dunkel', 'Tiefe', 'tief']
babbitt	['Lagermetall']
spectral line	['Spektrallinie']
manager	['Direktor', 'Verwalter', 'Manager']
Andromeda Galaxy	['Andromeda-Galaxie', 'Andromedagalaxie']
lead chamber process	['Bleikammerverfahren']
beastmaster	['Gladiator']
nightcap	['Absacker', 'Schlummertrunk', 'Schlafmütze']
feeding bottle	['Saugflasche', 'Nuckelflasche', 'Babyflasche']
diving platform	['Sprungturm']
taurophobia	['Taurophobie']
safety glass	['Sicherheitsglas']
put forward	['vorbringen']
straight-chain	['geradkettig']
valkyrie	['Walküre']
Commonwealth Games	['Commonwealth Games']
stone pine	['Pinie']
lysozyme	['Lysozym']
Netherlandic	['']
appointment	['Verabredung', 'Berufung', 'Ernennung', 'Termin']
funk	['', 'Funk']
lock up	['sich aufhängen', 'wegschließen', 'einschließen', 'einsperren']
decorum	['Etikette', 'Anstand', 'guter Ton', 'Anstandsregeln', 'Konvention', 'Konventionen', 'Anstandsregel', 'Anständigkeit', 'Schicklichkeit']
skim milk	['entrahmte Milch', 'Magermilch']
liar	['Lügnerin', 'Lügner']
preferential	['vorrangig']
Surzhyk	['Surschyk']
Saturn	['Saturn']
commode	['Kommode']
will o' the wisp	['Irrlicht', 'Sumpflichter']
lorelei	['Loreley']
brain surgery	['Gehirnchirurgie']
pocket	['Tasche']
epicrisis	['Epikrise']
Western Africa	['']
holy water sprinkler	['']
institutionalize	['institutionalisieren']
Claudia	['Claudia']
newspaper	['Zeitung', 'Zeitungspapier']
butt plug	['Analplug', 'Analstöpsel', 'Buttplug', 'Butt-Plug']
I've been shot	['ich bin angeschossen worden']
stuffing	['Füllmaterial', 'Füllung']
talc	['Talk']
unplug	['', 'herausziehen']
piece of furniture	['Möbel', 'Möbelstück']
willow ptarmigan	['']
xenophobia	['Xenophobie', 'Fremdenfeindlichkeit', 'Fremdenhass']
Jainism	['Jainismus']
euthanize	['einschläfern']
sinusitis	['Sinusitis']
plastic	['Plastikgeld', 'Plastik-', 'plastisch', 'Plastik', 'Kunststoff']
prototype	['Prototyp']
psalter	['Psalter']
notorious	['notorisch', 'berüchtigt']
collared antshrike	['Fleckengesicht-Ameisenwürger']
water police	['Wasserschutzpolizei']
by turns	['']
fortune-telling	['Wahrsagerei', 'Wahrsagen']
taxation	['', 'Besteuerung']
chromite	['Chromit', 'Chromeisenstein']
turkey-hen	['weibliches Truthuhn', 'Truthenne', 'Pute', 'Trute']
dichogamy	['Dichogamie']
jussive	['Jussiv ;  Apokopat']
barbarism	['Barbarei']
knead	['kneten']
impresario	['Impresario']
formalist	['Formalist']
inorganic compound	['anorganische Verbindung']
hereby	['hierdurch', 'hierbei', 'hiermit']
reserve bank	['']
oink	['Grunzen', 'grunz', 'grunzen']
levee	['Uferböschung', 'Deich', 'eindeichen']
conspiracy	['Konspiration', 'Verschwörung']
possessive suffix	['Possessivsuffix']
demyelinating	['demyelinisierend']
megalomania	['Größenwahn']
dingy	['schäbig', 'anrüchig', 'schmutzig']
bend over	['sich bücken']
primary rate interface	['Primärmultiplexanschluss']
ten thousand	['zehntausend']
turner	['Drechsler']
yob	['Hool', 'Rowdyin', 'Randaliererin', 'Hooligan', 'Hooliganin', 'Rowdy', 'Randalierer', 'Halbstarke', 'Halbstarker', 'Rabaukin', 'Rabauke', 'Hoolin']
nephology	['Nephologie', 'Wolkenkunde']
selfheal	['Braunelle', 'Brunelle']
subsume	['subsumieren', 'verbinden', 'klassifizieren', 'vereinigen', 'einordnen', 'fassen', 'zusammenfassen']
Gulf of Riga	['Rigaischer Meerbusen']
negro	['', 'schwarz']
urban regeneration	['']
bashful	['schüchtern', 'scheu', 'verlegen']
more	['', 'mehr']
young man	['junger Mann']
dark space	['Dunkelraum']
cross-reference	['Querverweis']
concurrent	['parallel', 'gleichzeitig', 'gleichlaufend', 'zeitgenössisch']
Sagitta	['Pfeil']
blab	['']
migrate	['migrieren']
ahorseback	['']
ranking	['Rangfolge', 'Ranking', 'Rangordnung']
pride	['Stolz', 'Etelkeit', 'Trotz', 'Hochmut', 'Rudel', 'Dünkel', 'kleines Neunauge', 'Stolz sein auf']
haughty	['stolz', 'überheblich', 'eingebildet', 'hochnäsig', 'hochmütig', 'hochfahrend', 'arrogant']
pin	['', 'Anstecker', 'Stift', 'Bolzen', 'Nadel', 'Fesselung', 'Stecknadel']
get married	['sich verheiraten']
exclusion	['Exklusion']
atrophy	['absterben', 'Atrophie']
fantastical	['']
often	['häufig', 'oft']
quartermaster	['Steuermannsmaat', 'Quartiermeister']
horseshoe	['Hufeisen']
blood supply	['Blutversorgung']
pathology	['Pathologie']
comment	['', 'Kommentare einfügen', 'Kommentar', 'kommentieren']
beatable	['schlagbar']
Turk	['', 'Türkin', 'Türke']
bracket	['', 'Klammer', 'Belichtungsreihe']
Võro	['Võro']
break on the wheel	['rädern']
bequeath	['abgeben', 'anbieten', 'testamentarisch hinterlassen', 'hinterlassen', 'vererben', 'überlassen', 'vermachen']
yours sincerely	['viele liebe Grüße', 'Ihr ergebener', 'hochachtungsvoll', 'mit freundlichen Grüßen']
artesian well	['artesischer Brunnen']
incombustible	['unbrennbar', 'feuersicher', 'unverbrennbar']
pull out all the stops	['alle Register ziehen']
-one	['-on']
Mauser	['Mauser']
spunk	['Soße', 'Wichse', 'Mumm', 'Courage', 'Saft', 'heißer Typ']
pay day	['Zahltag']
moonsickle	['Mondsichel']
indecent	['unschicklich', 'unkonventionell', 'unanständig']
Liverpudlian	['Liverpoolerin', 'Liverpooler']
pass gas	['']
northeastern	['nordöstlich']
more and more	['immer mehr', 'immer +comparative']
Vosges	['Vogesen']
collection	['Einsammlung', 'Menge', 'Kollektion', 'Sammeln', 'Sammlung', 'Abholung']
abhor	['verabscheuen']
bogie	['']
phytoplankton	['Phytoplankton']
packetization	['Paketierung']
rowdy	['Krakeeler', 'Polterer', 'ungeschlacht', 'Schläger', 'Hooligan', 'polternd', 'Rowdy', 'ungestüm', 'Randalierer', 'Unruhestifter', 'Energiebündel', 'aufrührerisch']
generational	['Generations-', 'generationell', 'generationsmäßig']
Masovia	['Masowien']
defeatist	['Defätist', 'defätistisch']
Bermuda	['Bermuda']
bureau	['Schreibtisch', 'Büro', 'Sekretär', 'Kommode', '']
satchel	['Umhängetasche', 'Schultasche', 'Schulranzen', 'Ranzen']
butthole	['']
angel hair	"['Engelshaarpasta', ""Capelli d'angelo"", 'Capellini']"
longitudinal wave	['Längswelle', 'Longitudinalwelle']
ecchymosis	['']
evolutionistic	['evolutionistisch']
head-shrinker	['']
yawl	['Jolle', 'Beiboot']
Hessian	['Hesse', 'hessisch', 'Hessin']
shopping center	['']
candidacy	['Kandidatur']
acentric	['azentrisch']
bellow	['brüllen']
platelet	['Thrombozyt']
Saterland Frisian	['Saterfriesisch']
any more	['nicht mehr']
scraper	['Schaber']
impenetrable	['undurchlässig']
under one's breath	['leise']
dirigible	['Luftschiff']
grimly	['grimmig']
little toe	['kleine Zehe']
orbit	['Orbit', '', 'Umlaufbahn', 'umkreisen', 'in Umlaufbahn bringen']
New Testament	['Neues Testament']
bog iron ore	['Raseneisenerz', 'Raseneisenstein']
tyrannosaurus	['Tyrannosaurus']
Tooth Fairy	['Zahnfee']
unbeatable	['unschlagbar']
Christianity	['', 'Christentum']
hostility	['Feindseligkeit']
Morris column	['Litfaßsäule']
rules are made to be broken	['Regeln sind da', 'um gebrochen zu werden']
linocut	['Linolschnitt']
Lateran	['Lateran']
outsmart	['überlisten']
launch pad	['Startrampe', 'Abschussrampe']
before long	['']
pale	['blass', 'hell', 'Pfahl', 'blass werden', 'erblassen']
American brook char	['']
quart	['Quart']
leak	['Leck', 'tropfen', 'lecken', 'durchsickern', 'leaken', 'undichte Stelle']
slow news day	['Sauregurkenzeit']
warning triangle	['Warndreieck', 'Pannendreieck']
kill time	['Zeit totschlagen']
separable prefix	['trennbare Vorsilbe']
protrusion	['Vorwölbung', 'Vorstülpen', 'Knubbel', 'Ausbuchten', 'Schwellung', 'Ausbeulen', 'Ausbuchung', 'Heraustreiben', 'Vorsprung', 'Herausragen', 'Überstand', 'Hervortreibung', 'Hervortreiben', 'Vorstülpung', 'Beule', 'Vorstehen', 'Heraustreten', 'Treiben', 'Beulen']
nitty-gritty	['Kern', 'Wesentliche']
epic	['außergewöhnlich', 'episch', 'toll', 'denkwürdig', 'wahnsinnig', 'Epos', 'Wahnsinns-']
trustworthy	['glaubwürdig', 'vertrauenswürdig']
Sinophone	['chinesischsprachig', 'Chinesischsprachige', 'Chinesischsprachiger']
lexicology	['Lexikologie']
bit	['Wenig', '', 'Gebiss', 'Happen', 'Moment', 'Mundstück', 'Bit', 'bisschen', 'Stückchen', 'Stück', 'Bisschen', 'Bohrer']
traffic jam	['Stau', 'Stockung', 'Verkehrsstau']
deputy	['Deputierte', 'Stellvertreter', 'Stellvertreterin', 'Deputierter', 'Abgeordneter', 'Abgeordnete']
self-righteous	['selbstgerecht']
in-depth	['tiefgründig', 'eingehend', 'tiefgehend', 'ausführlich']
expression	['Redensart', 'Ausdruck']
suspended sentence	['Bewährungsstrafe']
audacious	['dreist', 'waghalsig', 'dummdreist', 'unverfroren', 'kühn']
Novi Sad	['Novi Sad', 'Neusatz']
through-composed	['durchkomponiert']
cocktail bar	['Cocktailbar']
tiercel	['Terzel']
sneeze	['niesen', 'Niesen']
seaquake	['Seebeben']
pisser	['']
by all means	['unbedingt']
frequentative	['Iterativ', 'Iterativum', 'Frequentativum', 'Frequentativ']
vindicate	['beanspruchen', 'entlasten', 'verteidigen', 'rehabilitieren', 'rechtfertigen', 'einstehen für', 'geltend machen', 'vertreten', 'nachweisen', 'verfechten', 'beweisen', 'reinwaschen']
diagonal matrix	['Diagonalmatrix']
RPG	['Rollenspiel']
relational database	['relationale Datenbank']
pyramidology	['Pyramidologie']
quixotry	['Donquichotterie']
query	['Abfrage', 'abfragen', 'in Frage stellen']
Wilhelmina	['Wilhelmine']
stoned	['', 'bekifft', 'breit', 'zu']
cis man	['Cis-Mann']
paleanthropology	['']
lemon	['Zitronengelb', 'Zitronenbaum', 'Zitrone', 'compounds with Zitrone', 'zitronengelb']
groundbreaking	['bahnbrechend']
quiver	['flattern', 'Köcher']
Lady Luck	['Glücksgöttin']
European ash	['']
fan fiction	['Fan-Fiction']
dye	['', 'Färbemittel', 'Färbmittel', 'färben', 'einfärben']
medication	['Medikation', 'Arzneimittel']
shooter	['Ballerspiel', 'Knarre', 'Schütze']
sepoy	['Sepoy']
tremendous	['außerordentlich', 'beträchtlich']
Prague	['Prag']
atlatl	['Atlatl']
labium	['Schamlippe']
studio	['Studio', 'Atelier']
orange roughy	['atlantischer Sägebauch']
Benin	['Benin']
cowardice	['Ängstlichkeit', 'Feigheit', 'Kleinmut']
biretta	['Birett']
rhodonite	['Rhodonit']
menstrual cycle	['Menstruationszyklus']
gippo	['']
instance	['Instanz']
town walls	['Stadtmauern', 'Stadtmauer']
helmsman	['Steuermann']
deification	['Vergötterung']
mottled duck	['Floridaente']
sordid	['schäbig', 'schmutzig', 'dreckig', 'geizig']
fragmentation	['Zertrümmerung', 'Fragmentierung', 'Zersplitterung']
lake	['See', 'Farbstoff']
digraph	['Digraph']
remorseful	['reuevoll', 'reumütig', 'reuig']
audio mastering	['Mastering']
metal detector	['Metalldetektor']
tank	['', 'Panzer', 'Becken', 'Tank', 'Behälter']
precision	['Präzision', 'Genauigkeit']
orthorhombic	['orthorhombisch']
engrossed	['entrückt', 'ausgefertigt', 'vertieft']
-ise	['']
around the clock	['rund um die Uhr']
occupied	['belegt', 'beschäftigt', 'besetzt']
pressure vessel	['Druckbehälter']
decane	['Decan']
loquaciously	['geschwätzig', 'schwatzhaft']
Secretary General	['Generalsekretär']
Cartesian	['cartesisch', 'cartesianisch', 'kartesisch', 'kartesianisch']
reinflation	['Wiederaufblasen']
good riddance	['gehe mit Gott', 'aber geh!']
regressive	['regressiv']
neon	['Neon']
initialism	['Akronym', 'related: Initialwort', 'Buchstabenwort']
demagogic	['demagogisch']
enwrap	['einwickeln', 'umhüllen', 'einhüllen']
shadow-box	['']
cleave	['spalten']
punkah	['Pankha']
Emajõgi	['Embach', 'Emajõgi']
convent	['Konvent']
wherever	['wo immer', 'wo auch immer']
pandeistic	['pandeistich']
Mexico City	['Mexiko', 'Mexiko-Stadt']
firestarter	['Grillanzünder', 'Zündler', 'Anzünder', 'Brandstifter']
implementation	['Implementierung']
noria	['Schöpfwerk']
-caine	['-cain']
macron	['Längestrich', 'Makron', 'Längenstrich', 'Verlängerungszeichen']
origin	['Ursprung', 'Entstehung', 'Herkunft', 'Anfang', 'Quelle']
track	['', 'Fußspur', 'Spurweite', 'Spur']
by-election	['Nachwahl']
working class	['Arbeiterklasse']
cogent	['überzeugend', 'schlagend']
add-on	['Erweiterung', 'Erweiterung ;  Addon  / Add-on  / Add-On']
Emilian	['Emilianisch']
Aargau	['Aargau']
open-ended	['ergebnisoffen']
effect size	['Effektstärke']
male fern	['Männerfarn', 'Echte Wurmfarn']
asbestos	['Asbest']
fissure	['Riss', 'rissig werden']
legion	['Legion']
Indiana	['Indiana']
Cilicia	['Kilikien']
merry Christmas	['frohe Weihnachten', 'fröhliche Weihnachten']
elation	['freudige Erregung', 'Begeisterung']
conger	['Seeaal', 'Meeraal']
on site	['vor Ort']
layperson	['Laie']
amply	['reichlich']
Peter	['Petrus', 'Peter', 'Petr']
round	['', 'abgerundet', 'Runde', 'mollig', 'Visite', 'Kanon', 'gerundet', 'Kreis', 'rund']
Gesamtkunstwerk	['Gesamtkunstwerk']
mysticism	['Mystizismus', 'Mystik']
Nova Scotia	['Neuschottland']
Sparta	['Sparta']
ray gun	['Strahlengewehr']
unauthorised	['']
get rid of	['loswerden', 'abschaffen']
blackthorn	['Schlehe', 'Schlehdorn']
pervade	['durchziehen']
sulfurize	['schwefeln']
coherer	['Fritter']
mise en scène	['Mise-en-scène', 'Regie']
half-crown	['halbe Krone']
economist	['Wirtschaftswissenschaftler', 'Ökonom']
milk snake	['Milchschlange', 'Dreiecksnatter']
retroflex	['Retroflex', 'retroflex', 'subapiko-palatal', 'lamino-postalveolar', 'apiko-postalveolar']
ethnomusicology	['Ethnomusikologie']
Wuchiapingian	['Wuchiapingium']
simplify	['vereinfachen', 'sich vereinfachen']
Indo-European	['Indogermane', 'indoeuropäisch', 'Indoeuropäer ;  Indogermanin', 'Indoeuropäerin', 'indogermanisch', 'urindogermanisch']
cosy	['gemütlich']
Lie algebra	['Lie-Algebra']
once again	['aufs neue', 'nochmals', 'nomma', 'wieder einmal', 'noch einmal', 'wiederum', 'wieder']
jam jar	['']
gypsum	['Gips']
legal	['juristisch', 'rechtlich', 'legal']
convulse	['erschüttern']
degree	['Umfang', 'Diplom', 'Grad', 'Ausmaß', 'Altgrad', 'Winkelgrad', 'Neugrad', 'akademischer Diplom']
marvel	['']
subsequently	['nachträglich', 'danach', 'im Anschluss', 'in der Folge', 'darauf folgend', 'in der Folgezeit', 'hierauf', 'darauffolgend', 'daraufhin', 'nachher', 'anschließend']
phosphorylation	['Phosphorylierung']
desktop	['Arbeitsoberfläche', 'Desktop-Computer', 'Schreibtischfläche', 'Benutzeroberfläche']
editing	['Bearbeitung']
Wandering Jew	['Ewiger Jude', 'Wandernder Jude']
letter	['Letter', 'Brief', 'Buchstabe']
uhlan	['Ulane']
jicama	['Yambohne']
Donbass	['']
incidental	['Nebenausgabe', 'Zufalls-', 'einhergehend mit', 'folgend', 'gelegentlich', 'zufällig', 'Unvorhergesehenes', 'Nebenumstand', 'nebensächlich', 'indirekt', 'Neben-', 'Sonder-', 'zusammenhängend mit', 'Nebensächlichkeit', 'beiläufig', 'Nebenkosten', 'zusammengehörig', 'begleitend', 'Begleit-', 'Nebensächliches', 'einfallend', 'zugehörig', 'anfallend', 'verbunden']
read someone the riot act	['jemandem die Leviten lesen']
overflow	['überlaufen', 'überströmen', 'überfließen', 'überfluten']
mangelwurzel	['Futterrübe', 'Runkelrübe']
decaf	['koffeinfreies Getränk']
mortal	['tödlich', 'Sterblicher', 'Sterbliche', 'sterblich']
pagatoric	['pagatorisch']
answerphone	['']
oscillogram	['Oszillogramm']
puffball	['Bovist']
translation dictionary	['Übersetzungswörterbuch']
prawn	['Garnele']
Spanish chestnut	['Kastanie', 'Kastanienbaum', 'Esskastanie']
beget	['', 'zeugen', 'erzeugen', 'sich fortpflanzen']
pungency	['Gestank']
lanolin	['Wollwachs']
oolith	['Oolith']
empty vessels make the most sound	['ein leerer Topf am meisten klappert', 'leere Töpfe klappern am meisten', 'ein leerer Kopf am meisten plappert']
Michaela	['Michaela']
marriage agency	['Heiratsbüro', 'Heiratagentur']
raincoat	['Regenmantel']
burocracy	['Bürokratie']
debauch	['', 'Ausschweifung']
work life	['Arbeitsleben']
cutter	['Kutter']
